class_type,pergelangan_X,pergelangan_Y,pergelangan_Z,ibujari_CmcX,ibujari_CmcY,ibujari_CmcZ,ibujari_McpX,ibujari_McpY,ibujari_McpZ,ibujari_IpX,ibujari_IpY,ibujari_IpZ,ibujari_TipX,ibujari_TipY,ibujari_TipZ,telunjuk_McpX,telunjuk_McpY,telunjuk_McpZ,telunjuk_PipX,telunjuk_PipY,telunjuk_PipZ,telunjuk_DipX,telunjuk_DipY,telunjuk_DipZ,telunjuk_TipX,telunjuk_TipY,telunjuk_TipZ,tengah_McpX,tengah_McpY,tengah_McpZ,tengah_PipX,tengah_PipY,tengah_PipZ,tengah_DipX,tengah_DipY,tengah_DipZ,tengah_TipX,tengah_TipY,tengah_TipZ,manis_McpX,manis_McpY,manis_McpZ,manis_PipX,manis_PipY,manis_PipZ,manis_DipX,manis_DipY,manis_DipZ,manis_TipX,manis_TipY,manis_TipZ,kelingking_McpX,kelingking_McpY,kelingking_McpZ,kelingking_PipX,kelingking_PipY,kelingking_PipZ,kelingking_DipX,kelingking_DipY,kelingking_DipZ,kelingking_TipX,kelingking_TipY,kelingking_TipZ
V,714.6920421123505,631.2121783494949,2.26660336011264e-06,604.09241938591,653.1545925140381,-0.07303410768508911,484.75316762924194,649.3059988021851,-0.12803314626216888,447.2640759944916,652.6041179299355,-0.17966563999652863,512.7579967975616,615.3630658388138,-0.22669865190982819,462.8099684715271,443.91267997026443,-0.12378547340631485,397.5777840614319,300.20103734731674,-0.18306457996368408,367.3979630470276,216.46682155132294,-0.21229006350040436,350.85032200813293,136.37604892253876,-0.2351413518190384,552.7348029613495,405.82265543937683,-0.13241277635097504,549.3507657051086,311.3051219880581,-0.20322534441947937,553.329473733902,235.50425824522972,-0.22856591641902924,545.6857452392578,152.4952636063099,-0.24009990692138672,638.9005665779114,417.89959090948105,-0.145084947347641,603.8668913841248,518.6617594957352,-0.1997120976448059,579.328266620636,581.8241294622421,-0.1919485479593277,555.0901257991791,587.2642033100128,-0.17799833416938782,702.1598761081696,470.5968934893608,-0.16735070943832397,662.6253912448883,589.5045387744904,-0.19879275560379028,633.2680034637451,630.0190004110336,-0.1911945790052414,609.8026299476624,624.6775615215302,-0.18109212815761566
V,486.4846574664116,984.9117475748062,9.237157314601063e-07,422.3102589547634,916.299379169941,-0.06324949115514755,420.30463948845863,825.1733978390694,-0.08223923295736313,508.34352162480354,771.2057170271873,-0.09496745467185974,584.3600814342499,737.8307018280029,-0.10241187363862991,406.3398326933384,688.5938769578934,-0.02815191261470318,386.3494691848755,571.9211708307266,-0.0547696053981781,378.9866509437561,497.5273762643337,-0.07316979020833969,369.96794325113297,436.79202166199684,-0.08358684182167053,477.66771215200424,692.0659487843513,-0.01969228684902191,487.2765892446041,562.6706578731537,-0.044181305915117264,497.77872866392136,483.7757263183594,-0.05879436433315277,503.75909265875816,419.5579646229744,-0.061904214322566986,537.0778416395187,729.9209489822388,-0.021427027881145477,571.3860479593277,696.9405355453491,-0.06911986321210861,551.8424440026283,759.3783845901489,-0.081893190741539,530.4261667728424,791.8244454860687,-0.07228303700685501,584.0864215493202,781.9102928638458,-0.028440041467547417,617.1656940579414,746.4566051959991,-0.06642183661460876,593.7665221095085,789.0795013904572,-0.06850886344909668,566.0044553875923,812.6799221634865,-0.0591585673391819
V,719.5785522460938,705.4364204406738,1.3107897984809824e-06,625.8334636688232,698.2021331787109,-0.09199168533086777,545.2773094177246,675.7247447967529,-0.1647864729166031,559.5042705535889,650.1330375671387,-0.23377613723278046,621.3468551635742,634.1170310974121,-0.2952265441417694,537.4528884887695,467.23318099975586,-0.1365189552307129,468.6263084411621,344.7518825531006,-0.22527951002120972,431.0206413269043,270.7730293273926,-0.27379950881004333,402.5571823120117,199.06790256500244,-0.30333825945854187,634.118127822876,431.9936752319336,-0.1435413807630539,605.0234317779541,330.1666259765625,-0.22854521870613098,592.8763389587402,253.60939502716064,-0.2691913843154907,585.9760284423828,167.95735359191895,-0.2856781482696533,725.2490043640137,448.68884086608887,-0.15800248086452484,679.5910835266113,536.1266136169434,-0.24164748191833496,641.3169384002686,618.4065818786621,-0.24540583789348602,627.5325775146484,648.7490653991699,-0.22580641508102417,802.3823738098145,499.9422550201416,-0.18322525918483734,742.6149368286133,595.9685325622559,-0.2357444018125534,697.6692199707031,654.0040016174316,-0.2276180535554886,669.4197177886963,678.1694412231445,-0.2070198357105255
V,1540.0720238685608,2213.533580303192,9.118685397879744e-07,1408.7327420711517,2120.573580265045,-0.03830944001674652,1374.6756613254547,1956.7567706108093,-0.06016264110803604,1519.1611647605896,1849.2963910102844,-0.07957220077514648,1659.1585278511047,1770.171582698822,-0.09721408784389496,1331.8038582801819,1657.7484011650085,-0.045714400708675385,1246.7646896839142,1432.3310852050781,-0.07447037845849991,1198.9210546016693,1279.6329259872437,-0.09187876433134079,1161.7927551269531,1146.1263298988342,-0.10330137610435486,1490.3964400291443,1651.2520909309387,-0.04695899784564972,1596.9990491867065,1413.4252667427063,-0.07702416926622391,1683.929979801178,1255.5427551269531,-0.09222030639648438,1755.584478378296,1116.3804531097412,-0.09809444099664688,1612.6976609230042,1719.8646068572998,-0.05210772156715393,1703.6442160606384,1699.3798613548279,-0.09353269636631012,1637.8973722457886,1847.7893471717834,-0.09937635064125061,1584.203839302063,1932.2175979614258,-0.09128356724977493,1698.655128479004,1824.7990608215332,-0.06014341861009598,1746.8172311782837,1818.7682032585144,-0.09405079483985901,1677.9829859733582,1928.4424781799316,-0.0933491587638855,1609.3763709068298,2000.9527802467346,-0.08445523679256439
V,723.153290271759,704.4741716384888,9.8731106845662e-07,627.932363986969,698.1400957107544,-0.09667780250310898,551.2227649688721,677.3237080574036,-0.17108330130577087,570.6326718330383,646.5128498077393,-0.23917241394519806,625.029486656189,621.9662346839905,-0.2979077100753784,541.8590049743652,465.01412296295166,-0.13740193843841553,465.0513029098511,351.2516486644745,-0.2308306246995926,422.6583614349365,281.15117049217224,-0.2845710217952728,391.3382294178009,213.37465572357178,-0.31697210669517517,636.6161932945251,426.0328269004822,-0.13901104032993317,604.6152396202087,324.11361050605774,-0.22863757610321045,590.891167640686,248.05246925354004,-0.2707660496234894,583.2408156394958,166.34703159332275,-0.2877383530139923,726.1722345352173,439.49895095825195,-0.14835594594478607,686.5526666641235,524.1060619354248,-0.23757459223270416,647.9495754241943,616.2038726806641,-0.23746229708194733,628.5267615318298,662.077184677124,-0.2129431515932083,804.7983827590942,490.6878876686096,-0.16836896538734436,748.4599270820618,585.3442277908325,-0.2282049059867859,704.8059496879578,651.2831525802612,-0.21911561489105225,674.7879104614258,684.5895943641663,-0.1952865868806839
V,711.6252422332764,685.1808071136475,1.1112101674370933e-06,619.6104049682617,685.240364074707,-0.11222648620605469,545.0792789459229,669.6198463439941,-0.19523657858371735,569.2584037780762,648.5974311828613,-0.26869314908981323,624.6495723724365,623.9459991455078,-0.33265265822410583,542.1024799346924,462.8264904022217,-0.16365022957324982,471.4425563812256,345.2443838119507,-0.26577499508857727,432.27128982543945,268.8348054885864,-0.3244048058986664,405.2396774291992,195.00038623809814,-0.359923779964447,642.8567886352539,428.9497375488281,-0.1580553650856018,609.4647407531738,337.32452392578125,-0.2604553997516632,600.66237449646,259.2003345489502,-0.3063848316669464,599.80788230896,173.78389835357666,-0.32548782229423523,736.2073421478271,447.58615493774414,-0.16057103872299194,698.0012893676758,540.7576560974121,-0.2604600787162781,661.4985466003418,626.5805721282959,-0.2569166421890259,641.8316841125488,667.53249168396,-0.22817201912403107,818.5385704040527,499.21464920043945,-0.17474569380283356,769.7422027587891,588.1406784057617,-0.24204662442207336,732.5981616973877,653.123950958252,-0.22922198474407196,705.8197498321533,683.1016540527344,-0.20107930898666382
V,699.532032251358,743.2720828056335,1.975441364265862e-06,587.5034158229828,761.6855340003967,-0.053898874670267105,472.5475640296936,757.7252235412598,-0.10087105631828308,458.685341835022,757.374017238617,-0.14729450643062592,527.6498920917511,721.2340421676636,-0.19345565140247345,460.01986384391785,558.4097623825073,-0.11541275680065155,388.22310626506805,423.69334268569946,-0.16617628931999207,352.03332018852234,344.2306971549988,-0.19069086015224457,327.0172008275986,266.60254192352295,-0.21048377454280853,548.8181757926941,514.9473630189896,-0.13114476203918457,529.4463918209076,425.95757550001144,-0.18776258826255798,517.4235635995865,357.7877559661865,-0.21077165007591248,494.6202917098999,282.20626527071,-0.22396701574325562,634.620600938797,521.4069987535477,-0.14828036725521088,595.6648329496384,622.543625831604,-0.1964661329984665,578.7051404714584,690.3262873888016,-0.19538544118404388,561.3678650856018,703.6798179149628,-0.18801043927669525,699.9740855693817,567.2533580064774,-0.17208851873874664,654.7004754543304,689.3241828680038,-0.2029004842042923,631.0400929450989,737.2842837572098,-0.1978973001241684,611.6672250032425,738.3118357658386,-0.19057628512382507
V,1543.672800064087,2212.3146057128906,9.096569897337758e-07,1413.5893285274506,2120.2086210250854,-0.037354856729507446,1375.848948955536,1958.2425355911255,-0.05874251574277878,1517.0416831970215,1851.4251708984375,-0.07774069160223007,1656.7790508270264,1776.0019898414612,-0.09515886753797531,1331.290751695633,1661.6783738136292,-0.04621954634785652,1247.3060488700867,1433.9371919631958,-0.0746871680021286,1200.390636920929,1279.7938585281372,-0.09167003631591797,1163.0181670188904,1144.6774005889893,-0.10268594324588776,1489.494413137436,1652.7308821678162,-0.04748046398162842,1595.832645893097,1414.158046245575,-0.07689808309078217,1684.6883296966553,1256.1113834381104,-0.09158596396446228,1755.8469772338867,1118.7598407268524,-0.09703630954027176,1611.9900941848755,1717.7456617355347,-0.052355267107486725,1698.7472176551819,1701.2727856636047,-0.09247414767742157,1634.8414421081543,1846.8400239944458,-0.09827163815498352,1580.1120400428772,1931.0896396636963,-0.0904056653380394,1699.3140578269958,1819.4498419761658,-0.060078445822000504,1747.5460767745972,1820.0833797454834,-0.09282178431749344,1680.5752515792847,1931.9214820861816,-0.09194459766149521,1611.0010743141174,2007.7528953552246,-0.08306098729372025
V,711.1276001930237,683.8627071380615,1.1827725074908813e-06,621.534571647644,678.9022665023804,-0.10146639496088028,548.2060842514038,663.2020707130432,-0.18162113428115845,573.1981363296509,642.3547639846802,-0.2541598975658417,632.8567805290222,628.1693139076233,-0.317236065864563,542.9675645828247,465.33896589279175,-0.15438614785671234,462.3697714805603,349.44989013671875,-0.25044992566108704,420.03418922424316,279.90658140182495,-0.30318892002105713,388.55847454071045,209.9578812122345,-0.33555638790130615,638.7396402359009,429.8987708091736,-0.15559875965118408,602.899905204773,326.2800889015198,-0.24970638751983643,593.5491003990173,249.1626181602478,-0.2911830246448517,589.0689167976379,163.3931040763855,-0.3083614408969879,729.2271065711975,446.8790740966797,-0.1642022579908371,700.9888887405396,530.2516856193542,-0.25944745540618896,663.4395022392273,620.0342259407043,-0.2584753930568695,638.026430606842,664.7543816566467,-0.2326641082763672,808.6673126220703,498.60129261016846,-0.1833718866109848,766.0075616836548,588.259434223175,-0.24995404481887817,727.2026777267456,652.8739438056946,-0.2414027452468872,693.4477167129517,685.0673952102661,-0.21746058762073517
V,694.6034268140793,737.1319085359573,2.222232751591946e-06,584.8624517917633,756.6816184520721,-0.05541884899139404,472.996585726738,751.458637714386,-0.10631807893514633,463.06385827064514,757.4718842506409,-0.1577310711145401,534.0048989057541,732.659757733345,-0.2092670202255249,458.5161392688751,556.4755984544754,-0.11951428651809692,392.6730614900589,427.02461498975754,-0.18167202174663544,352.09861648082733,347.2816083431244,-0.21746498346328735,326.5404088497162,271.09301698207855,-0.24541495740413666,549.2569772005081,515.273225069046,-0.14023584127426147,529.7622400522232,424.06501537561417,-0.21024875342845917,517.3908380270004,358.24596560001373,-0.24254576861858368,492.54319858551025,285.7522926926613,-0.2600688636302948,640.4930862188339,524.7787650823593,-0.1621580719947815,601.2709712982178,633.9779615402222,-0.21732673048973083,587.1283621788025,702.172789812088,-0.21176786720752716,568.0611737966537,710.9927961826324,-0.19937433302402496,709.4799352884293,578.1561870574951,-0.19162870943546295,667.0898404121399,701.149470448494,-0.22298367321491241,641.0596412420273,744.8929277658463,-0.21111342310905457,617.4346684217453,741.156379699707,-0.19829213619232178
